firo.sas7bdat.gz,24576,4333568
firstsex.sas7bdat.gz,12288,4345856
fish.sas7bdat.gz,12288,4358144
flightdelays.sas7bdat.gz,8192,4366336
flightschedule.sas7bdat.gz,4096,4370432
fltat1.sas7bdat.gz,4096,4374528
fltspts.sas7bdat.gz,4096,4378624
flydays.sas7bdat.gz,4096,4382720
flymiles.sas7bdat.gz,4096,4386816
freqflyers.sas7bdat.gz,4096,4390912
frequentflyers.sas7bdat.gz,12288,4403200
gamblegrp.sas7bdat.gz,8192,4411392
gfrance2.sas7bdat.gz,4096,4415488
gfrance.sas7bdat.gz,32768,4448256
goutline.sas7bdat.gz,16384,4464640
gpa.sas7bdat.gz,4096,4468736
grade.sas7bdat.gz,4096,4472832
growth.sas7bdat.gz,4096,4476928
gss96.sas7bdat.gz,77824,4554752
hltheds2006.sas7bdat.gz,12288,4567040
hotel.sas7bdat.gz,4096,4571136
ilr2003.sas7bdat.gz,655360,5226496
ilr2004.sas7bdat.gz,188416,5414912
ilr2005.sas7bdat.gz,389120,5804032
internationalflights.sas7bdat.gz,4096,5808128
iris.sas7bdat.gz,4096,5812224
loansclosed2003.sas7bdat.gz,12288,5824512
loansclosed2004.sas7bdat.gz,12288,5836800
loansclosed2005.sas7bdat.gz,8192,5844992
mammals.sas7bdat.gz,8192,5853184
marchflights.sas7bdat.gz,12288,5865472
mathattitudes.sas7bdat.gz,20480,5885952
maysales.sas7bdat.gz,4096,5890048
mechanicslevel1.sas7bdat.gz,4096,5894144
mechanicslevel2.sas7bdat.gz,4096,5898240
mechanicslevel3.sas7bdat.gz,4096,5902336
military.sas7bdat.gz,4096,5906432
natlterr1994.sas7bdat.gz,2764800,8671232
natlterr2006.sas7bdat.gz,2306048,10977280
ncaa.sas7bdat.gz,8192,10985472
noday.sas7bdat.gz,4096,10989568
ocd.sas7bdat.gz,4096,10993664
orange.sas7bdat.gz,4096,10997760
orgprofile.sas7bdat.gz,69632,11067392
payrollchanges.sas7bdat.gz,4096,11071488
payrollmaster.sas7bdat.gz,4096,11075584
pcen_v2009_y09.sas7bdat.gz,14942208,26017792
pen.sas7bdat.gz,4096,26021888
people.sas7bdat.gz,4096,26025984
personae.sas7bdat.gz,4096,26030080
phones.sas7bdat.gz,4096,26034176
physeds2006.sas7bdat.gz,16384,26050560
pizza.sas7bdat.gz,8192,26058752
pizzazz.sas7bdat.gz,86016,26144768
police.sas7bdat.gz,4096,26148864
poor.sas7bdat.gz,4096,26152960
popmort.sas7bdat.gz,45056,26198016
portfolio2003.sas7bdat.gz,16384,26214400
portfolio2004.sas7bdat.gz,45056,26259456
portfolio2005.sas7bdat.gz,167936,26427392
prices.sas7bdat.gz,4096,26431488
protein.sas7bdat.gz,4096,26435584
rat.sas7bdat.gz,4096,26439680
rduschedule.sas7bdat.gz,4096,26443776
regsals.sas7bdat.gz,4096,26447872
religion.sas7bdat.gz,8192,26456064
salary1.sas7bdat.gz,4096,26460160
salary2.sas7bdat.gz,4096,26464256
salesbyday.sas7bdat.gz,4096,26468352
ski.sas7bdat.gz,4096,26472448
staffchanges.sas7bdat.gz,4096,26476544
staffmaster.sas7bdat.gz,4096,26480640
states.sas7bdat.gz,4096,26484736
storage.sas7bdat.gz,4096,26488832
stores.sas7bdat.gz,4096,26492928
stress.sas7bdat.gz,8192,26501120
students.sas7bdat.gz,4096,26505216
supervisors.sas7bdat.gz,4096,26509312
testans.sas7bdat.gz,4096,26513408
test.sas7bdat.gz,4096,26517504
todaysales.sas7bdat.gz,4096,26521600
transact.sas7bdat.gz,4096,26525696
turkey1.sas7bdat.gz,8192,26533888
turkey2.sas7bdat.gz,12288,26546176
unequal.sas7bdat.gz,4096,26550272
usnavy.sas7bdat.gz,4096,26554368
visits.sas7bdat.gz,4096,26558464
wheat.sas7bdat.gz,8192,26566656
xfrance2.sas7bdat.gz,4096,26570752
xfrance.sas7bdat.gz,36864,26607616
xoutline.sas7bdat.gz,16384,26624000
ymcls_p2_long_040506.sas7bdat.gz,2498560,29122560
yrbs05SAS.sas7bdat.gz,970752,30093312
yrbscol.sas7bdat.gz,196608,30289920
